Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
droNovLTRL2_LTR 909 1029	chrW	2696665	2696786	+	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 325	chrW	2702464	2702780	-	317	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 887 1318	chrW	2727826	2728297	+	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 292 521	chrW	2728300	2728541	+	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 1 167	chrW	2738804	2738955	+	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 168 4363	chrW	2739328	2743121	+	3794	125	207	73	51	58	1	6	2	0	2	9	37	30	40
droNovLTR3_LTR 47 596	chrW	2743475	2743969	+	495	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GGERVL18-int 2132 2732	chrW	2746671	2747225	+	555	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 69 112	chrW	2747241	2747284	+	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 98 154	chrW	2748160	2748216	+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1629 1691	chrW	2762571	2762633	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1208 2468	chrW	2762641	2763968	+	1328	1	0	0	0	0	0	1	0	0	2	0	0	0	0
strHab6-236.inc 1902 1987	chrW	2764797	2764917	+	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 2318 2802	chrW	2765956	2766454	+	499	0	0	0	0	0	0	0	0	0	0	1	0	0	0
droNovLTRL12b_I 3679 4045	chrW	2766455	2766821	+	367	8	1	1	3	1	0	0	0	0	0	0	0	0	0
ERV1-5_StHa-I 4181 4307	chrW	2770902	2771036	-	135	2	3	1	0	0	3	2	1	3	0	1	0	0	0
ERV3-3_StHa-I 4320 4451	chrW	2784176	2784299	+	124	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 374 798	chrW	2807648	2807995	+	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-B-int 2630 3734	chrW	2810066	2811163	+	1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-18_PMaj-I 2524 3959	chrW	2810096	2811506	+	1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-B-int 4481 5021	chrW	2811334	2811858	+	525	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ERV3-18_PMaj-I 4570 4910	chrW	2812090	2812422	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 3 423	chrW	2886351	2886735	+	385	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 337 430	chrW	2895732	2895825	+	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 332	chrW	2895826	2896157	-	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 2963 3028	chrW	2919136	2919200	-	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1517 2962	chrW	2919294	2920727	-	1434	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 178 430	chrW	2937202	2937433	+	232	1	2	1	1	3	1	0	0	0	3	0	0	0	0
TguLTR11-La_droNov_LTR 208 865	chrW	2955239	2955929	-	691	10	11	0	2	1	0	0	0	2	0	0	0	0	0
droNovLTR6.inc 1 2144	chrW	2959072	2962087	-	3016	0	5	2	2	3	1	0	4	1	4	6	0	0	1
TguLTR11-La_droNov_LTR 221 568	chrW	2962088	2962469	-	382	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 1 221	chrW	2963399	2963619	+	221	0	2	0	0	0	0	0	0	1	6	0	0	0	0
droNovLTRL13a_LTR 216 430	chrW	2964042	2964255	+	214	0	1	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1 2142	chrW	2974509	2976499	+	1991	0	0	1	0	2	2	1	2	1	0	0	0	0	0
droNovLTRL12c_LTR 161 196	chrW	2982829	2982861	-	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK1_I 3830 5888	chrW	2984899	2986949	+	2051	8	25	13	1	10	8	4	2	6	34	7	5	5	5
droNovLTRL13b_I 1516 2961	chrW	2997306	2998737	+	1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 2962 3027	chrW	2998837	2998901	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 2030 3025	chrW	3005450	3006388	+	939	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 613	chrW	3006389	3006999	+	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1616 2466	chrW	3012149	3013001	+	853	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL18-int 3474 3624	chrW	3013074	3013215	+	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 1294 1544	chrW	3013701	3013951	+	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1 133	chrW	3016412	3016544	-	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 374 421	chrW	3016545	3016592	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 1 743	chrW	3017660	3018378	+	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 3021 3087	chrW	3023837	3023903	-	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 2801 3025	chrW	3024853	3025085	-	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1516 1766	chrW	3025077	3025327	-	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV3_I-int 4039 4472	chrW	3027090	3027522	+	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-La_lycPyr.inc-int 1209 1392	chrW	3028393	3028576	+	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 3303 3586	chrW	3028444	3028727	+	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-3_StHa-I 4045 4179	chrW	3028651	3028895	+	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1 848	chrW	3031332	3032180	-	849	0	0	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 281 430	chrW	3032179	3032332	-	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 3210 3907	chrW	3034205	3034905	-	701	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 293 519	chrW	3035113	3035346	+	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 821 1195	chrW	3035342	3035711	+	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1612 3214	chrW	3035712	3037326	-	1615	0	7	0	0	0	0	0	0	0	2	2	0	0	0
droNovLTRL12b_I 1526 1663	chrW	3037970	3038124	-	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1969 2384	chrW	3061193	3061606	-	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 5206 5293	chrW	3063750	3063796	-	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 394 5205	chrW	3064695	3067214	-	2520	2	0	0	0	0	0	0	1	0	0	1	0	0	0
strHab5-2680.inc 3 393	chrW	3067720	3067920	-	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 118 1972	chrW	3069874	3071739	-	1866	2	4	3	3	4	0	0	0	2	2	1	0	3	2
droNovLTRL1_LTR 390 526	chrW	3074392	3074426	-	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 259 389	chrW	3074637	3074667	-	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-20 220 565	chrW	3078669	3078999	+	331	2	1	0	1	2	0	2	0	0	0	0	0	0	0
calAnn5-20 1586 1835	chrW	3079778	3080027	+	250	2	5	2	1	1	0	0	0	0	3	0	0	0	0
droNovLTRK2b_I 173 278	chrW	3080262	3080367	+	106	2	5	2	1	2	0	0	0	0	0	0	0	0	0
calAnn4-97.inc 1314 1350	chrW	3080863	3080877	+	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-3_StHa-I 3394 3924	chrW	3080878	3081416	+	539	0	3	0	0	2	0	0	0	0	1	0	0	0	0
calAnn4-97.inc 1351 5014	chrW	3081417	3082826	+	1410	15	41	25	2	16	4	3	0	2	15	3	0	1	0
droNovLTRL6_LTR 6 283	chrW	3085546	3085808	+	263	2	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 594 857	chrW	3086938	3087228	-	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 361 553	chrW	3087317	3087523	-	207	0	0	0	1	0	0	0	0	2	0	0	0	0	0
droNovLTRL3_LTR 1 168	chrW	3087716	3087909	-	194	0	0	0	2	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 512 746	chrW	3093630	3093858	+	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 1 4361	chrW	3098966	3103327	+	4362	3942	3707	6915	3474	4312	64	74	12	13	1	10	51	445	931
droNovLTR1b_LTR 1 537	chrW	3106395	3106936	+	542	4	4	2	0	8	0	1	2	3	0	0	0	0	0
TguERVL2_I_Ucy-int 2383 2790	chrW	3113792	3114199	-	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-A-int 2685 2865	chrW	3114498	3114678	-	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-4831.inc 3874 5293	chrW	3116756	3118819	-	2064	0	0	0	0	1	0	0	0	0	0	0	2	0	0
strHab5-2680.inc 167 981	chrW	3118826	3119419	-	594	0	0	0	0	0	0	0	0	0	0	2	0	0	0
strHab5-2680.inc 3 166	chrW	3119941	3120058	-	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 297 475	chrW	3120079	3120256	-	178	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 591 668	chrW	3123927	3124004	-	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 13 197	chrW	3123997	3124171	-	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 171 442	chrW	3125969	3126069	+	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 443 526	chrW	3126291	3126319	+	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-19_PMaj-LTR 799 875	chrW	3126851	3126935	-	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 679 800	chrW	3126865	3126952	-	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 118 4436	chrW	3184794	3189008	+	4215	0	7	1	4	3	1	0	1	0	9	0	0	0	6
Soprano-Lc_droNov_I-int 4711 5026	chrW	3188988	3189305	+	318	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 5645 6071	chrW	3189305	3189733	+	429	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 251 889	chrW	3205161	3205828	-	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 3760 4569	chrW	3205638	3206417	-	780	0	0	0	0	0	0	0	0	1	0	0	0	1	0
lycPyrLTRL3a 4658 4780	chrW	3206312	3206434	-	123	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR8.inc 3701 3764	chrW	3207110	3207173	-	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 1856 1992	chrW	3207174	3207311	-	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 713 1101	chrW	3208972	3209350	-	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4309 4572	chrW	3209572	3209831	-	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 192 275	chrW	3233812	3233907	-	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2679 3185	chrW	3323171	3323745	-	575	21	102	39	26	22	4	18	2	0	0	0	1	0	0
TguERVK9_I-int 3493 4249	chrW	3323906	3324643	-	738	256	600	220	144	139	5	20	2	4	0	1	9	0	0
droNovLTRL12a_I 1616 3210	chrW	3979498	3981546	+	2049	3	0	0	0	0	0	0	1	0	1	0	0	0	0
droNovLTRL12a_I 3211 4045	chrW	3981576	3982405	+	830	2	0	0	0	0	1	0	1	1	0	0	0	0	0
TguLTRL3-Lb_lycPyr 606 678	chrW	4085366	4085437	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 1162 4363	chrW	4098436	4101636	-	3201	2199	4095	3586	1644	2441	37	21	30	21	12	15	293	677	1015
droNovLTRK3_I 356 1161	chrW	4101703	4102181	-	479	1	2	2	3	4	0	0	0	0	0	1	0	6	4
ERV2-7_StHa-I 208 478	chrW	4102182	4102449	-	268	4	4	1	0	2	0	0	0	0	0	0	0	8	5
calAnnLTRK7a_I 4685 4974	chrW	4102206	4102498	+	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 1 355	chrW	4102499	4102707	-	209	4	0	0	0	0	0	2	0	0	0	2	0	0	0
droNovLTRK2b_I 1223 2326	chrW	4156057	4157164	-	1108	36	35	12	3	9	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 118 384	chrW	4157291	4157565	-	275	38	32	4	22	17	0	0	3	0	0	1	1	0	0
calAnn5-20 205 565	chrW	4157882	4158240	-	359	29	23	9	13	15	5	1	0	1	0	0	0	0	0
ERV2-6_StHa-I 85 300	chrW	4158075	4158288	-	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-20 51 139	chrW	4158340	4158431	-	92	0	4	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 3022 3418	chrW	4532644	4533040	-	397	1	4	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2240 3072	chrW	4533041	4533887	-	847	230	44	12	7	11	0	3	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 1 886	chrW	4618659	4619538	+	880	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 722 789	chrW	4705949	4706016	-	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 18 677	chrW	4714120	4714759	-	640	16	0	0	0	1	1	0	0	0	0	0	0	0	0
droNovLTRL4_LTR 27 656	chrW	4893660	4894276	+	617	4	0	2	3	0	8	7	7	3	8	3	0	1	0
ERV1-1_GG-I 704 1101	chrW	4895415	4895787	+	373	1	0	0	0	1	2	1	1	0	0	0	0	0	0
strHab5-2680.inc 3 622	chrW	4897232	4897778	+	547	1	1	1	0	3	6	6	6	3	0	0	0	0	0
strHab5-2680.inc 623 3220	chrW	4898287	4900573	+	2287	0	0	2	0	0	5	5	1	6	1	0	0	1	0
TguERV2_I-Lb_lycPyr.inc-int 4059 5117	chrW	4900639	4901729	+	1091	0	2	0	0	0	3	5	3	1	0	0	0	0	0
droNovLTRL12b_I 1 1499	chrW	4978340	4979833	+	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1675 1835	chrW	4979815	4979976	+	162	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRL12c_LTR 307 421	chrW	4979977	4980091	+	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 221 494	chrW	4989968	4990265	+	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 495 864	chrW	4990291	4990656	+	366	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-7_StHa-I 98 458	chrW	5231801	5232150	+	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK7a_I 4618 5188	chrW	5232151	5232210	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 711 913	chrW	5232169	5232376	+	208	294	0	0	0	0	0	0	0	0	0	0	0	549	0
droNovLTR8.inc 4298 4944	chrW	5284918	5285572	+	655	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 104 1960	chrW	5319213	5321072	+	1860	4	0	1	0	0	0	0	0	0	13	0	0	0	0
Soprano-Lc_droNov_I-int 3835 4209	chrW	5321131	5321505	+	375	1	0	0	1	1	0	0	1	0	3	0	0	0	0
Soprano-Lc_droNov_I-int 4625 5837	chrW	5321506	5322388	+	883	3	1	0	0	1	4	1	1	0	3	2	0	1	0
ERV1-13_PMaj-I 4181 4240	chrW	5381598	5381662	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 3 317	chrW	5422887	5423087	+	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 318 3915	chrW	5423595	5425882	+	2288	3	4	3	1	5	0	0	1	1	0	0	0	0	0
Soprano-Lc_droNov_I-int 113 2364	chrW	5935319	5937565	-	2247	0	1	1	1	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 583 1136	chrW	6013921	6014456	-	536	2	9	3	9	4	1	0	1	1	0	3	1	1	2
droNovLTRK3_I 533 582	chrW	6014559	6014574	-	16	0	0	0	0	0	0	0	0	0	0	0	0	5	1
ERV2-7_StHa-I 98 450	chrW	6014575	6014916	-	342	16	14	6	8	9	1	0	0	0	0	0	2	1	2
droNovLTRK3_I 1 532	chrW	6014917	6015075	-	159	2	7	1	4	0	1	1	0	0	0	0	3	0	0
Soprano-Lc_droNov_I-int 3249 5837	chrW	6133859	6136077	-	2219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 2142 2247	chrW	6163735	6163840	-	106	1	0	2	1	0	0	0	0	1	0	0	3	0	0
droNovLTRK1_I 968 5888	chrW	6183652	6188592	-	4941	57	53	19	21	27	5	20	3	7	19	39	9	11	3
droNovLTRK1_I 2 967	chrW	6188618	6189607	-	990	3	3	2	7	4	1	1	0	2	8	1	0	0	0
ERV3-1_GG-LTR 350 407	chrW	6192277	6192332	-	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2c_LTR 208 238	chrW	6439896	6439926	+	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-490 1769 1825	chrW	6503211	6503267	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENS1-int 3568 5543	chrW	6616770	6618748	-	1979	19	118	29	7	6	14	19	1	2	1	8	13	3	3
TguERV2_I-Ld_lycPyr.inc-int 3770 4624	chrW	6793876	6794184	+	309	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Ld_lycPyr.inc-int 4625 4737	chrW	6794650	6794688	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 1 3066	chrW	7048510	7051562	+	3053	0	0	1	1	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1 1944	chrW	7210871	7212850	+	1980	7	11	7	3	8	0	0	0	0	0	0	0	0	0
ERV2-4_StHa-I 2252 4236	chrW	7213400	7214747	+	1348	6	39	6	4	9	0	0	1	1	0	0	0	0	0
ERV2-11_PMaj-I 4536 5427	chrW	7215008	7215910	+	903	2	7	7	1	2	2	3	0	2	0	0	0	0	0
calAnn6-1807 306 437	chrW	7216295	7216426	+	132	4	18	3	2	3	1	0	0	0	0	0	0	0	0
calAnn6-5705.inc 3446 4356	chrW	7216501	7217432	+	932	21	81	23	19	36	4	2	0	4	1	0	0	0	0
droNovLTR3_LTR 1 996	chrW	7218916	7219921	-	1006	55	57	28	3	30	1	0	2	0	0	0	0	0	0
strHab5-4831.inc 3865 3865	chrW	7234045	7235056	-	1012	0	0	0	0	0	1	0	0	0	0	0	0	0	0
strHab6-5973.inc 3578 3617	chrW	7247972	7248015	-	44	0	0	0	0	5	1	0	1	1	0	0	0	0	0
ERV3-2_StHa-I 4211 4320	chrW	7249937	7250049	-	113	5	0	1	0	3	0	0	0	0	0	0	0	0	2
strHab6-9311.inc 906 1133	chrW	7251216	7251464	-	249	0	0	0	0	1	0	0	0	0	4	0	0	0	0
TguLTR11-La_droNov_LTR 221 576	chrW	7339327	7339722	-	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 259 518	chrW	7570588	7570857	-	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-5705.inc 3270 4164	chrW	7624336	7625242	+	907	27	10	14	37	17	2	22	5	5	0	0	10	13	65
Soprano-Lc_droNov_I-int 113 3064	chrW	7625272	7628223	-	2952	0	1	0	0	1	0	0	0	0	1	0	0	0	0
droNovLTRK3_I 707 1138	chrW	7748742	7749175	-	434	2	5	6	4	3	0	0	0	0	3	3	2	0	0
droNovLTRK3_I 539 577	chrW	7749214	7749225	-	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-7_StHa-I 90 450	chrW	7749226	7749573	-	348	220	50	10	12	8	0	0	0	0	0	4	1	47	0
droNovLTRK3_I 1 538	chrW	7749574	7749726	-	153	0	2	1	1	2	0	0	0	0	0	0	0	1	0
Soprano-Lc_droNov_LTR 1 1092	chrW	7869414	7870546	+	1133	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 3105 3420	chrW	7973499	7973813	+	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1 45	chrW	7975831	7975875	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2465 3416	chrW	7976153	7977106	+	954	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2c_LTR 1 45	chrW	7979205	7979249	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2465 3420	chrW	7979526	7980486	+	961	0	0	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTRK2c_LTR 118 238	chrW	7989178	7989292	+	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-3182.inc 107 292	chrW	8014994	8015188	-	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 4206 4527	chrW	8015027	8015352	-	326	2	0	0	1	1	0	0	0	0	0	0	0	0	0
droNov6-7889.inc 954 1033	chrW	8015708	8015787	-	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-2_StHa-I 2516 3031	chrW	8016496	8017021	-	526	3	1	0	0	1	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 1641 2435	chrW	8017022	8017813	-	792	1	0	0	2	0	0	0	0	0	0	0	0	0	0
droNov6-11052.inc 1 1577	chrW	8017832	8019394	-	1563	4	5	1	0	1	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 3307 3356	chrW	8026121	8026172	-	52	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2240 5881	chrW	8026171	8029053	-	2883	7	16	11	8	13	3	2	1	4	3	0	0	0	0
ERV2-3_StHa-I 2147 3449	chrW	8028226	8029429	-	1204	29	94	33	55	38	2	0	2	2	0	0	0	0	0
ERV2-10_GG-I 2109 2176	chrW	8029450	8029463	-	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-3_StHa-I 2055 2339	chrW	8029464	8029748	-	285	9	13	0	4	2	0	0	0	0	1	0	0	0	0
ERV2-10_GG-I 1814 2108	chrW	8029749	8029803	-	55	0	0	0	0	1	0	0	0	0	1	0	0	0	0
calAnn5-482 1164 1357	chrW	8030127	8030320	-	194	0	1	1	5	0	0	0	0	0	0	0	0	0	0
ERV2-3_StHa-I 832 1370	chrW	8030177	8030706	-	530	0	4	2	2	3	0	1	0	0	0	0	1	0	0
droNovLTRL6_LTR 22 488	chrW	8047334	8047804	+	471	3	2	1	0	1	0	3	0	1	0	2	0	0	0
TguLTR11-La_droNov_LTR 221 732	chrW	8049132	8049674	-	543	0	2	0	0	0	0	0	1	0	0	0	0	0	0
droNovLTR4.inc 953 1271	chrW	8050455	8050778	-	324	7	0	0	0	2	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 3477 3667	chrW	8051135	8051323	-	189	0	0	3	0	0	1	1	1	5	0	0	0	0	0
droNovLTRL6_LTR 1 294	chrW	8056781	8057049	+	269	0	3	0	1	2	0	4	3	2	0	0	0	0	0
droNovLTRK2b_I 1 3416	chrW	8070497	8074159	-	3663	6	5	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 1 173	chrW	8076669	8076844	+	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 328 561	chrW	8076842	8077075	+	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-109.inc 891 961	chrW	8088821	8088891	+	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-B-int 2654 2994	chrW	8101867	8102203	-	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL18-int 3530 3696	chrW	8128137	8128297	-	161	0	0	1	0	1	0	0	0	0	0	0	0	0	0
droNovLTRL12b_I 1669 2178	chrW	8128399	8128905	-	507	1	6	1	0	5	0	0	0	0	0	0	0	0	0
GGERVL18-int 2132 2546	chrW	8128971	8129385	-	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR1b_LTR 12 519	chrW	8139325	8139832	+	508	1	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL6_LTR 133 561	chrW	8202823	8203248	-	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 1 22	chrW	8203249	8203270	+	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 23 184	chrW	8203301	8203476	+	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL10_LTR 303 919	chrW	8203474	8204092	+	619	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTRL6_LTR 18 137	chrW	8204099	8204218	-	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2_I_Ucy-int 2475 2794	chrW	8208740	8209044	-	305	0	3	1	3	3	1	0	0	2	0	0	0	0	0
droNovLTRL12b_I 1 1661	chrW	8209257	8210930	-	1674	0	2	1	5	2	1	0	0	1	0	1	0	0	0
