Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
droNovLTR6.inc 659 1190	chr23	161677	162212	+	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 2 1057	chr23	162498	164145	+	1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 1058 1992	chr23	164178	165128	+	951	0	11	0	0	1	3	0	1	0	0	7	2	0	0
droNovLTR8.inc 3734 4569	chr23	165145	165980	+	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 523 1054	chr23	169553	170087	+	535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGLTR11-int 4901 5495	chr23	175680	176270	+	591	0	0	0	0	2	0	0	0	0	0	0	0	4	0
strHab6-5973.inc 3564 3611	chr23	176357	176406	+	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR2_LTR 18 459	chr23	176978	177393	+	416	0	0	0	0	2	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 5 226	chr23;chr23	179807;223205	180022;223421	+;+	433	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 220 849	chr23;chr23	184278;227677	184939;228338	-;-	1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4301 4570	chr23;chr23	184718;228117	184985;228384	-;-	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 1 459	chr23	190910	191320	+	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 48 729	chr23;chr23	191355;234749	192028;235422	-;-	1348	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 113 408	chr23;chr23	194218;237519	194468;237768	+;+	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 737 1822	chr23;chr23	195712;239013	196742;240041	+;+	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 224 597	chr23;chr23;chr23	196826;202098;250681	197196;202472;251054	+;+;+	1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-5_StHa-I 704 1127	chr23	197793	198192	+	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-144.inc 2581 2831	chr23	198650	198982	+	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 176 839	chr23;chr23	199143;204420	199836;205112	+;+	1387	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-La_lycPyr.inc-int 1209 1444	chr23	199874	200138	+	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Lc_lycPyr.inc-int 3765 3964	chr23	200143	200344	-	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-5_StHa-I 4142 4374	chr23;chr23;chr23;chr23;chr23	201508;206781;244812;250088;255371	202015;207295;245320;250601;255883	+;+;+;+;+	2559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-144.inc 301 498	chr23	203583	203841	+	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTR3.inc 383 632	chr23;chr3	205150;30917706	205399;30918030	+;-	575	0	7	2	2	1	0	0	0	0	0	0	2	0	1
TguERV2_I-Lc_lycPyr.inc-int 3770 3973	chr23	205411	205615	-	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 191 1060	chr23;chr23	208014;256600	208884;257468	+;+	1740	1	0	0	0	0	1	1	0	0	0	0	0	0	0
droNovLTR6.inc 1989 3291	chr23;chr23;chr23;chr23	208885;257469;217457;266025	210194;258774;218766;267328	+;+;-;-	5230	0	12	0	3	10	3	0	2	2	1	0	1	4	0
droNovLTR8.inc 1669 1992	chr23;chr23;chr23	210191;258771;265683	210539;259116;266028	+;+;-	1041	0	1	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1459 1614	chr23;chr23;chr25	211740;260308;3420441	211896;260463;3420596	+;+;-	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 105	chr23;chr23	213249;261819	213353;261923	+;+	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn4-903 1686 1934	chr23	214387	214781	+	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 176 702	chr23	215729	216264	+	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV1_I-int 5889 6280	chr23	216437	216863	+	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 3702 3938	chr23;chr23	216876;265444	217112;265681	-;-	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 1669 1990	chr23	217116	217460	-	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR6.inc 737 1060	chr23	218767	219088	-	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 27 459	chr23	234318	234721	+	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 224 598	chr23	240123	240499	+	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn5-144.inc 297 981	chr23	241609	242286	+	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 176 1464	chr23	242448	243434	+	987	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-5_StHa-I 6287 6365	chr23;chr23;chr23	244567;249842;255126	244641;249916;255200	+;+;+	225	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 212 587	chr23	245391	245784	+	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 3 976	chr23	246884	247431	+	548	0	0	0	0	0	0	1	0	0	0	0	0	0	0
strHab5-2680.inc 977 2332	chr23	247953	248712	+	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 3 294	chr23	252513	252713	+	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 295 981	chr23	253235	253703	+	469	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-La_lycPyr.inc-int 1209 1464	chr23	253706	253994	+	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV1_I-int 5884 6034	chr23	263468	264015	+	548	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV1_I-int 6035 6280	chr23	264536	265431	+	896	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 221 507	chr23	269366	269709	-	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 48 551	chr23	270283	270773	+	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 78 205	chr23	270507	270618	+	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 4 638	chr23	270619	271238	+	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1132 1430	chr23	280309	280416	-	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1026 1131	chr23	280694	280729	-	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 14 676	chr23	287411	287921	-	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 218 850	chr23	289808	290366	+	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 374 521	chr23;chr3	290573;48617553	290727;48617696	+;-	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1021 1085	chr23	295225	295265	+	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1086 1731	chr23	295537	295935	+	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1 1470	chr23	313346	314871	+	1526	0	1	0	0	0	1	0	2	0	0	3	0	0	0
ERV2-4_StHa-I 4028 4662	chr23	315202	315840	+	639	3	11	1	1	2	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2241 2774	chr23	315310	315849	+	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 86 145	chr23	315833	315897	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 136 238	chr23	315942	316044	+	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL12a_I 1629 3385	chr23	316045	317774	-	1730	0	0	0	0	0	0	0	0	0	1	0	0	0	0
droNovLTRL5_LTR 277 400	chr23	342193	342327	-	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 597 863	chr23	349993	350285	-	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 1 553	chr23	350376	350901	-	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL4a-La_lycPyr.inc 1884 1932	chr23	358377	358397	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL4a-La_lycPyr.inc 1790 1883	chr23	358493	358529	-	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL2-La_lycPyr 842 939	chr23	626880	626978	-	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHabLTRL7_LTR 759 805	chr23	715689	715737	-	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-1857 731 803	chr23	739599	739671	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-13_PMaj-I 6153 6212	chr23	895551	895613	+	63	93	109	59	63	106	28	25	16	24	8	0	54	50	51
strHabLTRL6_LTR 606 648	chr23	901171	901213	-	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHabLTRL6_LTR 2 289	chr23	901225	901519	-	295	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4305 4417	chr23	968830	968938	-	109	0	0	1	0	0	0	0	0	0	0	0	0	0	0
UcyLTRL1 192 252	chr23	1039048	1039109	-	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV7_I-int 7040 7096	chr23	1175115	1175171	+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 370 520	chr23	1219482	1219510	-	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 258 369	chr23	1219736	1219754	-	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV7i_LTR-Lb_lycPyr 1375 1404	chr23	1743830	1743859	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 178 520	chr23	1801996	1802294	-	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 157 1054	chr23	1863769	1864669	-	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 997 1049	chr23	2810505	2810557	-	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 7 133	chr23	2964723	2964839	-	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tgu_rep1 2813 2867	chr23	3326920	3326973	+	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRL1h_LTR 694 766	chr23	4625195	4625279	-	85	1	5	0	0	0	0	2	0	0	0	0	0	0	0
GGERV28_I-int 3906 3984	chr23	4924919	4925000	+	82	2	0	1	0	0	0	0	0	0	0	0	0	3	0
corCorLTRL9a 221 252	chr23	7269182	7269213	+	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-1866.inc 7 708	chr23	8728680	8729330	-	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 129 225	chr23	8860018	8860112	+	95	0	0	0	3	1	1	0	1	0	0	0	0	0	0
droNovLTR4.inc 950 3112	chr23	8860462	8862553	+	2092	253	356	106	115	111	152	207	84	162	30	29	85	70	168
droNovLTR4.inc 4095 5662	chr23	8862541	8864122	+	1582	3	1	2	5	6	7	5	9	13	0	5	1	9	2
droNov5-3049.inc 1238 1428	chr23	8869049	8869412	+	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1229 1386	chr23	8869477	8869948	+	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1255 1389	chr23	8870032	8870159	+	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1241 1359	chr23	8870170	8870286	+	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1 2101	chr23	8871292	8873534	+	2243	0	0	0	0	0	0	0	0	0	0	0	0	1	0
droNovLTR1b_LTR 2 512	chr24;chr24	4223;13162	4729;13671	-;-	1017	0	1	0	1	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 3 702	chr24	341862	342726	+	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 1090 2332	chr24	342712	343973	+	1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-La_droNov_LTR 804 1185	chr24	383286	383573	-	288	210	83	32	48	47	66	67	41	55	5	7	21	73	33
droNovLTRL1_LTR 3 64	chr24	507420	507481	+	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK4_I-int 5973 6009	chr24	1358116	1358152	+	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-1866.inc 611 683	chr24	2092402	2092478	-	77	0	0	0	0	3	0	0	0	0	0	0	9	0	0
lycPyrLTRL1a 613 705	chr24	2111692	2111792	-	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 403 757	chr24;chr3	2801165;61815821	2801507;61816174	+;+	697	0	0	0	2	3	10	17	4	11	0	1	3	2	1
Tgu_rep1 1348 1409	chr24	3158341	3158405	+	65	4	7	6	4	7	1	3	2	4	2	0	5	3	2
astRotLTRL5.inc 152 217	chr24	3188569	3188637	-	69	0	0	0	0	0	0	1	0	0	0	0	0	2	0
ERV2-11C_GG-I 957 1000	chr24	3210816	3210863	+	48	0	0	0	0	0	1	1	0	0	2	0	0	0	0
ERV1-3_StHa-I 6315 6381	chr24	3500128	3500186	-	59	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TguLTR11l-Ld_lycPyr.inc 1424 1524	chr24	4268084	4268194	-	111	3	0	5	10	4	5	1	0	4	0	7	1	6	0
droNov6-2341.inc 4015 4075	chr24	4543065	4543128	+	64	23	20	8	11	14	10	12	5	17	9	8	6	16	18
ERV3-1_GG-LTR 357 395	chr24	4828258	4828296	+	39	0	0	0	0	1	0	1	0	0	0	0	0	1	0
droNovLTRL1_LTR 2 211	chr24;chr3	4966455;114087920	4966661;114088122	+;+	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 2 136	chr24	4966849	4966986	-	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL1b_LTR 392 448	chr24	5256648	5256704	+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 2 114	chr24	5522411	5522521	+	111	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 128 271	chr24	5522586	5522739	+	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 361 860	chr24	5522787	5523284	+	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV1-Le_corCor-int 4162 4227	chr24	5922176	5922243	+	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
astRotLTRK11 1445 1499	chr24	5925917	5925968	-	52	1	0	3	4	8	4	7	3	1	0	14	2	4	5
TguERVK6c_LTR 529 613	chr24	6108940	6109039	-	100	0	6	4	0	4	26	23	8	22	3	2	0	1	1
droNovLTRL8_LTR 5 726	chr24	6191370	6192037	+	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0
corCorLTRK10a 507 545	chr24	6609972	6610007	-	36	0	3	0	1	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4364 4417	chr24;chr5	6617678;72150398	6617734;72150454	+;+	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 688 860	chr24	6618017	6618094	+	78	0	0	0	0	0	1	0	0	0	0	0	0	0	0
strHab5-655.inc 431 526	chr24	7832141	7832249	-	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHabLTRL7_LTR 571 621	chr24	7856044	7856094	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-int 4717 4782	chr24	8176993	8177063	-	71	3	2	0	1	0	4	0	0	1	0	0	0	0	2
droNovLTRL2_LTR 30 1316	chr24	8404481	8405765	+	1285	0	10	4	4	0	3	0	3	4	5	3	0	1	2
droNovLTR4.inc 5441 5536	chr24	8441454	8441550	+	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1235 1379	chr24	8442842	8443359	+	518	0	0	0	0	0	0	1	0	0	0	0	1	0	0
droNov5-3049.inc 1243 1378	chr24	8443500	8443940	+	441	0	0	0	0	0	0	0	1	0	0	0	0	0	0
droNov5-3049.inc 1243 1374	chr24	8443968	8444151	+	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1256 2075	chr24	8444139	8444895	+	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 6957 7508	chr25	21619	22219	-	601	1	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 6514 6868	chr25	22242	22597	-	356	0	0	0	0	0	0	0	0	0	0	0	1	0	0
droNov5-3049.inc 1309 1378	chr25	22764	22833	-	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1729 1793	chr25	22806	22872	+	67	0	0	0	0	0	0	1	0	0	0	0	0	0	0
calAnn5-478.inc 589 629	chr25	48236	48276	-	41	0	0	1	0	0	0	0	0	2	0	0	0	0	0
ERV3-1_GG-LTR 345 420	chr25	105077	105153	+	77	0	0	0	0	1	0	0	0	0	0	0	0	1	0
ERV3-4_ACC-L_droNov_LTR 3 309	chr25	822718	823056	+	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 310 391	chr25	823121	823199	+	79	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ERV3-4_ACC-L_droNov_LTR 705 757	chr25	824017	824069	+	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVK7_I-int 1869 1935	chr25	841212	841278	-	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Ld_lycPyr.inc-int 974 1491	chr25	1440312	1440616	-	305	3	0	2	0	1	2	2	0	1	2	0	2	5	0
droNovLTRL8_LTR 23 83	chr25	2479998	2480058	+	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL8_LTR 23 597	chr25;chr25;chr25;chr25;chr25	2489288;2499223;2508939;2518870;2528595	2489834;2499770;2509486;2519411;2529143	+;+;+;+;+	2734	0	0	0	0	0	0	2	0	0	0	0	0	0	0
droNovLTR7.inc 5 152	chr25	3403732	3403903	-	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR6a-La_lycPyr.inc 4796 4933	chr25;chr6	3407671;25036285	3407808;25036422	-;-	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR6a-La_lycPyr.inc 4117 4290	chr25	3408632	3408801	-	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR6a-La_lycPyr.inc 3534 3743	chr25;chr25	3409358;3424719	3409577;3424940	-;-	442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-5_StHa-I 4156 4553	chr25;chr25	3419304;3434644	3419837;3435179	-;-	1070	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 3702 4574	chr25	3420983	3421826	-	844	0	2	0	1	1	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 1 4243	chr25;chr4a;chr9	3421828;4019607;84391	3424163;4022724;87544	-;+;-	8608	1	15	6	7	10	8	1	0	2	7	12	6	0	2
droNovLTRL5_LTR 356 452	chr26	242	339	+	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 777 1039	chr26;chr26	1479;43295	1732;43555	-;-	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-2341.inc 3150 3281	chr26;chr26;chr26	3968;23656;64700	4098;23787;64830	+;+;+	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-2341.inc 4443 4529	chr26;chr26;chr26;chr26	4493;24182;46291;65222	4579;24268;46377;65308	+;+;+;+	348	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNov6-2341.inc 5151 5768	chr26;chr26;chr26	5451;25140;47246	6069;25760;47865	+;+;+	1860	0	0	0	0	0	3	3	0	3	0	0	0	0	0
TguLTR6a-La_lycPyr.inc 4142 4323	chr26;chr26;chr26	14425;34123;55506	14602;34300;55682	-;-;-	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 296 467	chr26;chr26;chr26	19788;42009;60860	19967;42187;61039	+;+;+	539	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4593 4944	chr26;chr26	21473;62515	21517;62559	-;-	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 520 710	chr26	43398	43581	-	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-2341.inc 104 216	chr26	64267	64377	+	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-2341.inc 5151 5460	chr26	66180	66495	+	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR7.inc 114 686	chr26	72587	73155	+	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13b_I 2329 3087	chr26	76784	77515	-	732	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 1 116	chr26;chr3	79132;96264592	79286;96264746	+;+	310	0	0	0	0	1	1	0	1	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 73 182	chr26;chr33	79301;2832345	79387;2832454	+;-	197	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1133 1445	chr26	84160	84279	-	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 1021 1132	chr26	84556	84596	-	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Ld_lycPyr 1 1315	chr26	84602	85946	-	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-602.inc 99 166	chr26	87116	87189	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 129 406	chr26	88704	88854	-	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-Lc_lycPyr 151 306	chr26	99031	99186	-	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_I 1 308	chr26	107413	107715	+	303	0	0	8	6	0	0	0	0	0	0	0	2	2	0
droNovLTRK3_I 1011 4363	chr26	107914	111213	+	3300	103	265	66	51	33	6	4	4	0	2	4	46	77	177
ERV3-1_StHa-I 2753 2818	chr26	121384	121457	-	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL13a_LTR 24 430	chr26	127597	128020	-	424	0	0	1	0	0	1	0	0	0	0	0	0	0	0
droNovLTR3_LTR 15 104	chr26	153587	153686	+	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1244 1307	chr26	533177	533239	-	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK3_LTR 2 385	chr26	1110122	1110505	+	384	6	17	5	9	4	1	0	0	0	1	0	1	4	4
droNovLTRL5_LTR 194 448	chr26	1293232	1293477	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 1 118	chr26	1329351	1329467	-	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR5b-La_lycPyr 780 843	chr26	1542223	1542283	+	61	0	1	1	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK5c_I 1995 2066	chr26	1591856	1591931	+	76	0	7	1	0	0	2	0	0	1	0	0	0	0	0
droNovLTRL10_LTR 7 724	chr26	1608978	1609670	+	693	0	1	2	2	0	2	3	0	0	0	0	2	0	0
droNovLTRL10_LTR 730 926	chr26	1609778	1609959	+	182	0	0	0	3	1	3	3	0	0	4	0	0	1	1
calAnn6-1406.inc 1745 2377	chr26	1807362	1807986	-	625	3	0	1	4	6	48	22	35	22	0	3	0	3	3
TguLTRL4a-La_lycPyr.inc 123 205	chr26	2311170	2311260	-	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Lc_lycPyr.inc-int 5325 5397	chr26	2441756	2441829	-	74	2	1	0	5	2	1	0	0	4	1	0	2	3	1
TguERV2_I-Lc_lycPyr.inc-int 5212 5308	chr26	2442391	2442490	-	100	61	21	6	6	27	5	5	2	6	3	0	8	43	6
lycPyrLTRK6.inc 1441 1499	chr26	2837259	2837311	+	53	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GGLTR10D-int 1563 1634	chr26	4787469	4787537	-	69	0	0	0	0	0	0	0	0	1	1	0	0	0	0
droNovLTRK2b_I 1548 1613	chr26	6018458	6018533	-	76	0	0	0	0	0	1	1	2	0	0	0	0	0	0
ERV1-1_MUn-I 2807 2831	chr26	7061450	7061474	+	25	0	0	0	0	1	0	0	0	0	0	0	0	3	0
droNovLTR4.inc 136 225	chr26	7503855	7503941	+	87	1	3	0	1	2	0	1	0	4	3	0	0	2	4
droNovLTR4.inc 950 3783	chr26	7505489	7508197	+	2709	23	52	24	26	29	33	36	32	62	38	23	15	26	20
droNovLTR4.inc 4000 5102	chr26	7508209	7509270	+	1062	13	5	4	2	6	12	12	11	16	3	3	2	4	1
droNov5-3049.inc 538 1203	chr26	7512271	7512956	+	686	63	51	19	14	30	83	76	79	141	6	17	28	26	18
droNov5-3049.inc 1 2099	chr26	7515120	7517323	+	2204	1	0	0	0	0	0	0	1	0	1	0	0	0	0
droNovLTR4.inc 2249 7493	chr27	29922	35180	-	5259	0	0	0	1	0	2	3	0	4	0	0	0	0	0
droNov5-3049.inc 1 1916	chr27	39149	41222	-	2074	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR4.inc 2249 7605	chr27;chr27	43035;57209	48359;62528	-;-	10645	0	0	1	0	1	1	0	1	8	1	0	0	1	1
droNovLTR4.inc 7694 7810	chr27	68006	68020	-	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 1249 1492	chr27	68084	68301	-	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2a2-LTR 460 525	chr27	183381	183449	-	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
