Geneid	Chr	Start	End	Strand	Length	Female.ovary_1Aligned.sortedByCoord.out.bam	Female.ovary_2Aligned.sortedByCoord.out.bam	Female.ovary_3Aligned.sortedByCoord.out.bam	Female.ovary_4Aligned.sortedByCoord.out.bam	Female.ovary_5Aligned.sortedByCoord.out.bam	Female.brain_1Aligned.sortedByCoord.out.bam	Female.brain_2Aligned.sortedByCoord.out.bam	Female.brain_3Aligned.sortedByCoord.out.bam	Female.brain_4Aligned.sortedByCoord.out.bam	Female_embryonic_brain_1Aligned.sortedByCoord.out.bam	Female_embryonic_brain_2Aligned.sortedByCoord.out.bam	Male.testis_1Aligned.sortedByCoord.out.bam	Male.testis_2Aligned.sortedByCoord.out.bam	Male.testis_3Aligned.sortedByCoord.out.bam
ERV2-12_PMaj-I 1159 1266	chrZ	29501192	29501299	+	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 479	chrZ	29694848	29695318	-	471	0	0	2	1	0	2	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 649 859	chrZ	30198778	30198987	-	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 2 87	chrZ	30198986	30199071	-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 168 1195	chrZ	30264156	30265181	-	1026	2	0	2	2	0	0	0	0	0	0	0	0	0	0
Soprano-Lb_droNov_LTR 1 121	chrZ	30265166	30265286	-	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 1 337	chrZ	30425079	30425330	+	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 982 1203	chrZ	30425306	30425499	-	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 104 319	chrZ	30425501	30425719	-	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 323 863	chrZ	30427076	30427605	+	530	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1324 1380	chrZ	30666517	30666571	-	55	0	0	0	0	0	5	0	1	1	0	1	0	0	0
ERV3-1_GG-LTR 364 425	chrZ	30716669	30716729	-	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-7824.inc 59 125	chrZ	30826842	30826913	-	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-5973.inc 3190 3248	chrZ	30888631	30888693	-	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 9 716	chrZ	30897949	30898627	-	679	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 210 599	chrZ	30986656	30987008	-	353	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 315 745	chrZ	30986861	30987256	+	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1089 1293	chrZ	30987322	30987519	+	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 30 840	chrZ	31425622	31426516	+	895	1	1	1	0	0	3	4	2	6	0	0	1	0	0
droNovLTR1b_LTR 6 515	chrZ	31440559	31441022	+	464	5	1	3	0	2	5	2	6	7	0	1	0	0	0
droNovLTR3_LTR 24 581	chrZ	31541999	31542551	+	553	0	0	0	0	0	0	0	0	1	0	0	0	3	0
TguLTR5b-Ld_lycPyr 2055 2120	chrZ	31674751	31674817	-	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lycPyrLTR3.inc 1754 1810	chrZ	31693796	31693849	-	54	0	0	0	0	0	1	2	9	11	0	1	0	0	0
TguLTR11k 148 205	chrZ	31904588	31904647	-	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 252 363	chrZ	32121955	32122074	+	120	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TguLTR5b-La_lycPyr 3521 3578	chrZ	32128080	32128133	-	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1098 1310	chrZ	32472092	32472288	-	197	0	0	1	1	0	0	0	0	0	0	0	0	0	0
TguERV4N1_I-int 2115 2181	chrZ	33002029	33002096	+	68	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 3 146	chrZ	33163376	33163516	+	141	0	0	1	1	0	1	1	3	3	0	4	0	1	0
calAnn6-16843 427 2314	chrZ	33166976	33168832	-	1857	1385	2043	1318	1952	1543	980	811	934	1624	138	189	1505	1383	1296
calAnn6-16843 217 316	chrZ	33170449	33170562	-	114	0	0	1	0	2	1	1	0	1	0	0	0	0	0
GGLTR11-int 5774 5816	chrZ	33628509	33628554	-	46	0	0	0	0	0	1	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1327 1396	chrZ	33634963	33635035	-	73	0	1	2	0	0	1	0	1	3	0	0	2	0	0
droNovLTRL6_LTR 506 547	chrZ	33654104	33654142	-	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn4-97.inc 438 472	chrZ	34164481	34164515	+	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 34 840	chrZ	34299938	34300721	+	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTRL3 309 367	chrZ	34312925	34312982	+	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 29 173	chrZ	34487046	34487192	-	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV7_N1_I-int 1192 1249	chrZ	35092288	35092344	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 4970 5042	chrZ	35111000	35111095	+	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4311 4385	chrZ	35294259	35294337	+	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 2001 7157	chrZ	35294339	35297805	+	3467	16	7	0	2	2	1	0	1	2	0	1	0	4	1
TguLTR11-Lb_droNov_LTR 257 893	chrZ	35299125	35299796	+	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-1866.inc 598 693	chrZ	35497382	35497472	+	91	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 358 410	chrZ	35565202	35565252	+	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 8 757	chrZ	35579002	35579637	-	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 280 392	chrZ	35838641	35838768	+	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK1_I 953 5888	chrZ	36054802	36059708	-	4907	18	19	10	18	12	1	2	1	6	7	6	7	2	1
droNovLTRL1_LTR 285 521	chrZ	37090160	37090258	+	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 279 525	chrZ	37117785	37118050	-	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-C-int 5010 5070	chrZ	37231058	37231126	+	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 354 1044	chrZ	37484162	37484810	-	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 97 385	chrZ	37484826	37485099	-	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERVL2b-LTR-Lb_lycPyr.inc 3119 3159	chrZ	37631566	37631608	-	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 23 718	chrZ	37760919	37761592	+	674	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-12_PMaj-I 1897 2101	chrZ	37994295	37994511	-	217	656	653	487	422	403	521	407	411	484	1	5	340	605	414
droNovLTRL6_LTR 110 561	chrZ	38080127	38080569	+	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1134 1214	chrZ	38402933	38403010	+	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab5-2680.inc 3 1730	chrZ	38879059	38880069	-	1011	0	0	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTR2_LTR 13 664	chrZ	39242755	39243415	+	661	0	0	0	0	0	2	1	2	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 35 757	chrZ	39267564	39268205	+	642	0	0	0	0	1	0	0	0	0	2	0	0	1	0
droNov5-3049.inc 1 46	chrZ	39307662	39307707	+	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 176 244	chrZ	39307707	39307779	+	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 257 436	chrZ	39600721	39600891	-	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 502 670	chrZ	40983349	40983506	+	158	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Soprano-Lc_droNov_LTR 1 54	chrZ	40999348	40999401	+	54	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERV1-4_Crp-La_ptiPar-int 242 297	chrZ	41656554	41656615	-	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 303 840	chrZ	41902011	41902590	+	580	0	7	1	0	0	0	5	4	9	1	2	1	1	2
strHab6-3313.inc 250 340	chrZ	41953370	41953460	+	91	0	0	0	0	0	1	1	0	0	0	0	0	0	0
strHab6-3313.inc 245 367	chrZ	41954299	41954422	+	124	5	0	0	0	0	1	0	0	0	0	0	0	0	1
TguERVL2b-LTR-Lb_lycPyr.inc 18 80	chrZ	42078704	42078769	-	66	2	0	1	0	0	5	0	0	0	0	0	1	3	1
strHab6-3313.inc 360 520	chrZ	42170752	42170926	+	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-3_StHa-I 4344 4436	chrZ	42459191	42459201	+	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov6-7889.inc 567 663	chrZ	42739559	42739662	+	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 269 479	chrZ	43293650	43293834	+	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 162 354	chrZ	43362555	43362756	+	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 106 190	chrZ	43362817	43362898	+	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-3313.inc 191 384	chrZ	43362960	43363134	+	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 147	chrZ	43406096	43406234	+	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV1-1_MUn-I 6612 6683	chrZ	43605440	43605501	-	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 340 398	chrZ	43646192	43646261	+	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 276 840	chrZ	44124108	44124659	-	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1687 1760	chrZ	44552591	44552660	-	70	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTR3_LTR 9 885	chrZ	44608878	44609426	-	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 346 757	chrZ	44735813	44736210	-	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR1b_LTR 261 519	chrZ	44736222	44736475	+	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 1 70	chrZ	44943100	44943164	+	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 145 274	chrZ	44943202	44943330	+	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL9_LTR 659 720	chrZ	44943330	44943392	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNov5-3049.inc 20 235	chrZ	45046858	45047068	-	211	8	6	0	0	7	6	4	0	3	1	0	0	1	0
strHabLTRL7_LTR 198 554	chrZ	45178368	45178683	-	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2a_I 2007 2078	chrZ	45227830	45227893	+	64	0	0	0	0	0	0	0	0	1	0	0	0	0	0
strHab6-3313.inc 282 469	chrZ	45238292	45238485	+	194	0	0	0	0	0	0	0	0	0	0	0	0	0	1
calAnnLTRK2a_I 5458 5515	chrZ	45262555	45262617	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 179 272	chrZ	45387624	45387716	+	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 361 838	chrZ	45426488	45426950	-	463	0	0	0	0	0	0	0	0	0	0	2	0	0	0
droNovLTRL2_LTR 1046 1300	chrZ	45557914	45558164	-	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 208 744	chrZ	45558383	45558905	+	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1559 1615	chrZ	45623675	45623731	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4311 4541	chrZ	45623727	45623956	-	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1 294	chrZ	45983977	45984270	+	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2c_LTR 201 238	chrZ	45984267	45984304	+	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV7_N1_I-int 1178 1255	chrZ	46202722	46202804	-	83	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Soprano-Lc_droNov_LTR 3 1195	chrZ	46365181	46366379	-	1199	0	1	0	0	0	3	1	0	2	1	0	0	0	0
droNovLTR3_LTR 2 1027	chrZ	46462792	46463723	+	932	0	0	0	1	0	0	0	0	0	0	0	1	1	1
droNovLTRL1_LTR 5 173	chrZ	46468068	46468224	-	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 585 676	chrZ	46928874	46928963	-	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab2-101.inc 1851 1903	chrZ	47084510	47084564	+	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn4-97.inc 426 470	chrZ	47139367	47139411	-	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 335 888	chrZ	47213521	47213642	-	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4351 4502	chrZ	47213859	47214015	-	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lb_droNov_LTR 230 334	chrZ	47213994	47214014	-	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 254 399	chrZ	47228209	47228344	+	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 561 828	chrZ	47228367	47228602	+	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTRL4a-La_fAlb 181 210	chrZ	47351514	47351543	+	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 3 779	chrZ	47465714	47466512	+	799	0	4	0	2	0	3	1	2	0	0	0	0	0	2
droNovLTRL9_LTR 652 704	chrZ	48263534	48263584	-	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2161 3234	chrZ	48702543	48703626	-	1084	0	5	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1806 2160	chrZ	48703659	48703994	-	336	0	0	0	0	0	1	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1 680	chrZ	48703979	48704659	-	681	0	0	0	0	1	1	0	0	0	0	0	0	0	0
TguLTRL1a2 271 331	chrZ	48913883	48913944	-	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 2 205	chrZ	49373327	49373507	-	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV2-5_StHa-I 4906 4953	chrZ	49435953	49435999	+	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1326 1393	chrZ	49464506	49464573	-	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 718	chrZ	49576097	49576316	+	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 719 1015	chrZ	49576852	49576940	+	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1016 1194	chrZ	49576969	49577127	+	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 461 500	chrZ	50302349	50302388	-	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 6 1054	chrZ	50823748	50824807	+	1060	0	0	0	0	0	0	0	0	0	1	0	0	0	0
droNovLTRK2b_I 1 2216	chrZ	50846285	50848498	-	2214	0	2	0	0	0	0	0	0	0	1	0	0	0	0
Soprano-Lc_droNov_I-int 149 2756	chrZ	51003702	51006309	+	2608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 5959 6070	chrZ	51008335	51008446	+	112	0	0	0	0	0	0	0	0	1	0	0	0	1	2
TguLTR11-Ld_droNov_LTR 2 964	chrZ	51008449	51009418	+	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 185 274	chrZ	51321211	51321300	+	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 365 415	chrZ	51327481	51327528	-	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 643	chrZ	51392243	51392881	+	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fAlbLTR4 231 268	chrZ	51392852	51392889	-	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL5_LTR 341 744	chrZ	51512328	51512747	-	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 886 1044	chrZ	51529282	51529424	-	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 364 495	chrZ	51529670	51529797	-	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 318 424	chrZ	51562905	51563027	-	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 667 1044	chrZ	52025899	52026275	+	377	0	0	0	0	0	1	0	0	0	0	0	0	0	0
strHab6-3313.inc 185 317	chrZ	52174607	52174741	+	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 1 186	chrZ	52902268	52902455	+	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Ld_droNov_LTR 57 964	chrZ	52902672	52903576	+	905	0	0	2	0	1	0	0	2	0	0	1	0	0	1
droNovLTRL2_LTR 5 853	chrZ	53474730	53475588	+	859	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 855 1316	chrZ	53475736	53476176	+	441	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL2_LTR 4 255	chrZ	53496889	53497123	+	235	0	0	0	0	0	0	0	0	1	0	0	0	0	0
droNovLTR2_LTR 587 677	chrZ	53678144	53678235	-	92	30	16	24	21	21	0	1	5	2	0	1	17	4	23
strHab6-3313.inc 108 363	chrZ	53768014	53768158	+	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1337 1388	chrZ	53779172	53779222	+	51	0	0	0	0	0	0	0	0	0	0	0	0	2	0
droNovLTRL2_LTR 549 704	chrZ	53868106	53868270	-	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 319 630	chrZ	53868381	53868691	-	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 1584 1615	chrZ	53890677	53890708	-	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-7824.inc 60 93	chrZ	54114401	54114434	+	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1693 1738	chrZ	54212520	54212565	+	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRK2b_I 2 2160	chrZ	54236246	54238390	-	2145	0	0	0	0	0	0	0	0	0	0	5	0	0	0
UcyLTRK11 54 125	chrZ	54590196	54590276	+	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGERVL-C-int 5020 5072	chrZ	55156755	55156806	-	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR8.inc 4795 4944	chrZ	55233138	55233294	+	157	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTR5_LTR 41 348	chrZ	55559229	55559564	-	336	0	0	0	0	0	0	0	0	0	0	0	0	0	1
droNovLTRL5_LTR 364 499	chrZ	55623136	55623270	+	135	0	0	0	0	0	0	1	0	1	0	0	0	2	0
strHab5-655.inc 5918 5980	chrZ	55624278	55624340	+	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRK4_LTR 1 60	chrZ	55628018	55628077	+	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-2322.inc 2 173	chrZ	55628242	55628410	-	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 71 526	chrZ	55795654	55795848	+	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 3 147	chrZ	55823827	55823950	+	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 900 1024	chrZ	56462175	56462252	-	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 167 899	chrZ	56462504	56462954	-	451	0	2	0	0	1	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 170 855	chrZ	56725309	56725972	+	664	0	0	1	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL2_LTR 856 886	chrZ	56726089	56726119	+	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 978 1026	chrZ	56726116	56726164	+	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 880 1030	chrZ	56726179	56726332	+	154	0	0	0	0	0	0	1	0	0	0	0	0	0	0
droNovLTRL2_LTR 866 1063	chrZ	56726369	56726534	+	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR5_LTR 35 390	chrZ	56739609	56739658	-	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 266 621	chrZ	56811358	56811723	+	366	0	0	0	0	0	5	0	0	2	1	3	0	0	0
droNovLTRL2_LTR 553 624	chrZ	56811824	56811895	+	72	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ERV3-3_StHa-I 4303 4395	chrZ	56907764	56907848	-	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL1_LTR 14 519	chrZ	57098106	57098636	+	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_LTR 192 616	chrZ	57610882	57611342	+	461	87	118	42	68	61	11	5	18	34	4	1	46	62	43
droNov5-3049.inc 4 225	chrZ	57611343	57611562	+	220	4	1	3	1	0	1	2	0	0	0	1	0	2	3
Soprano-Lb_droNov_LTR 245 568	chrZ	57612315	57612668	+	354	0	0	1	0	0	1	0	2	2	0	0	0	0	0
calAnn6-1857 2289 2331	chrZ	57735602	57735646	+	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV2_I-Ld_lycPyr.inc-int 1384 1451	chrZ	58039518	58039592	-	75	0	0	0	0	0	1	2	2	2	0	1	0	0	0
strHab6-3313.inc 56 470	chrZ	59283182	59283597	+	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 1 713	chrZ	59557691	59558359	-	669	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 652 1054	chrZ	59685115	59685489	-	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 8 379	chrZ	60093584	60093984	+	401	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 1 391	chrZ	60938635	60938994	-	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0
strHab6-5973.inc 3187 3248	chrZ	60994064	60994127	+	64	1	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 8 701	chrZ	61039976	61040635	-	660	0	0	0	0	0	0	3	0	0	0	0	0	0	0
droNovLTRL2_LTR 857 1318	chrZ	61196483	61196937	-	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1 701	chrZ	61197004	61197648	-	645	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ERV2-13_GG-I 5302 5352	chrZ	61347088	61347138	+	51	2	0	0	2	3	14	0	1	0	0	0	0	1	1
TguLTRL2a8-Ld_fAlb 1099 1168	chrZ	61586997	61587079	-	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 8 302	chrZ	61603079	61603365	+	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 224 829	chrZ	61603370	61603940	+	571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 800 1316	chrZ	61604042	61604555	+	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL3_LTR 1 405	chrZ	62128502	62128910	-	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguERV3_I-int 4300 4362	chrZ	62579476	62579539	-	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTR3_LTR 190 1054	chrZ	62809215	62810048	-	834	0	0	1	0	0	0	0	0	0	0	0	0	0	0
calAnnLTRK2a_I 5472 5509	chrZ	62891092	62891129	+	38	0	0	0	0	0	0	2	0	0	0	0	0	0	0
droNovLTRL2_LTR 550 637	chrZ	63033298	63033383	-	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 367 641	chrZ	63242966	63243235	-	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
calAnn6-2469.inc 1339 1396	chrZ	63247659	63247716	-	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1037 1280	chrZ	63247742	63247987	+	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0
droNovLTRL2_LTR 1262 1318	chrZ	63265500	63265556	+	57	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ERV3-1_GG-LTR 323 396	chrZ	63475825	63475900	-	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Soprano-Lc_droNov_I-int 113 5834	chrZ	63557074	63562418	-	5345	0	3	1	1	0	1	0	0	0	0	1	1	0	0
calAnn4-903 1378 1494	chrZ	63562448	63562563	-	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 892 1161	chrZ	63835577	63835846	-	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TguLTR11-Lc_droNov_LTR 1 891	chrZ	63835875	63836718	-	844	0	1	0	0	0	1	0	0	0	0	0	0	1	0
ERV3-4_ACC-L_droNov_LTR 32 274	chrZ	63938043	63938288	+	246	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ERV3-4_ACC-L_droNov_LTR 236 757	chrZ	63938361	63938884	+	524	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ERV3-1_GG-LTR 308 384	chrZ	64166025	64166099	+	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0
